rtid,tid,from,to
1000000525276860417,999919766465691652,751946356089057281,1288175774
1000002010404487169,1000001938145140737,4387939992,2591161099
1000002129627525120,1000001938145140737,887274666515148800,2591161099
1000002131187806208,1000001938145140737,968831062091563014,2591161099
1000003244511375361,1000001938145140737,3245991251,2591161099
1000003429329059841,1000001938145140737,3229099220,2591161099
1000003560317349888,1000001938145140737,946779156775239681,2591161099
1000003657474031617,1000001938145140737,3321713156,2591161099
1000004179694415872,999889426242093056,2936599794,324049005
1000004182772871168,1000001938145140737,216698092,2591161099
1000004475937931264,1000001938145140737,1560637315,2591161099
1000005235136516096,999343203785551873,159848468,141496671
1000006510137696256,1000001938145140737,1536944052,2591161099
1000007626959310848,999937385919078400,1107049999,322064639
1000007745230143488,999535893126971392,575269024,2990611686
1000008542550716416,999715560148652032,924190663914094592,2526662419
1000009609585672192,999299260775575552,994508039334985729,130104041
1000010187271368705,1000001938145140737,946691221275029504,2591161099
1000010458600955904,999889426242093056,801376547672203264,324049005
1000012973518225408,999715560148652032,946779156775239681,2526662419
1000013810286120966,1000013137305743360,1415555797,382812503
1000015561416310786,1000015457707999233,1632799027,36327407
1000016028066168832,1000015457707999233,62204788,36327407
1000016136015147008,1000015457707999233,56083718,36327407
1000016395155816449,1000015957815787520,17755316,141170212
1000017033054961665,999535938077450240,2540731950,2990611686
1000017508856774658,999535938077450240,820900000691523585,2990611686
1000017893445300225,1000013137305743360,943827509916954624,382812503
1000018458459820032,1000015457707999233,287612356,36327407
1000019028675629056,1000015457707999233,924019179744780288,36327407
1000019102700843008,1000015457707999233,285974551,36327407
1000020308676366337,1000015457707999233,75231190,36327407
1000020811086905345,999889426242093056,3248451612,324049005
1000021007338389504,999919766465691652,992601332476395520,1288175774
1000021337199398912,1000001938145140737,187856966,2591161099
1000021977669734401,1000002004264071169,227873636,2361330150
1000022417354379264,999919766465691652,871000313918107648,1288175774
1000022711253467138,999676426847596544,3227289924,2683996789
1000022712922894337,999676395222519809,3227289924,2683996789
1000022761761161216,999171005288534016,901300936022163456,482203628
1000023590325006338,1000013137305743360,744177537790672896,382812503
1000024120002826240,1000015457707999233,900291149503410176,36327407
1000025056762826753,999889426242093056,64439665,324049005
1000025384291782656,1000013137305743360,997043488045776896,382812503
1000026131813183490,999916141651812353,3312285906,2427057066
1000026165451673601,1000015457707999233,84018963,36327407
1000027094636642305,999885272539189248,977197635231625216,486711396
1000028388109713408,999855505781686272,179430876,841609973687762944
1000029307371110400,999869373576830976,945342296819613696,2766064128
1000029669742161921,1000015457707999233,911803335518195712,36327407
1000029698288734208,999959488219271168,941646284250742784,2436753176
1000030001121579010,999706675866161153,941646284250742784,2436753176
1000032409851744257,1000032093366177792,948830434812600321,1578115976
1000032700684685318,999171761911590912,941646284250742784,1943733722
1000033102524104704,999322364360953857,1000031882761793536,397566887
1000033115639697410,999322261139181568,1000031882761793536,397566887
1000033295021654016,999889426242093056,3007498243,324049005
1000034300736233472,999889426242093056,139007121,324049005
1000034827788345349,999855505781686272,210287761,841609973687762944
1000035347839975424,999661358319796225,878483128804941825,3419800217
1000035505063460865,999304906052956160,878483128804941825,3419800217
1000035777269641216,999976125714518016,995733829259177984,1495411735
1000036378749685760,999299260775575552,901834716340301824,130104041
1000037823041306625,999868639749664768,946421613754441730,3191800021
1000037916989640704,1000032384329318401,986633817292263424,4346490554
1000038234540437504,999889426242093056,4832225493,324049005
1000039033307828224,999535938077450240,884456169124675584,2990611686
1000041210982141952,999889426242093056,837035727871434753,324049005
1000041349234671616,999889426242093056,117334686,324049005
1000041394214387712,1000015457707999233,170616732,36327407
1000042128381169665,999889426242093056,993396455468552193,324049005
1000044196596625409,1000026038234107904,470883463,43705720
1000045625600163840,999889426242093056,229463671,324049005
1000046274261889024,999189473811488768,2911862552,95588504
1000049426126295040,999304906052956160,2219053776,3419800217
1000049666296233984,999189473811488768,798603613991936000,95588504
1000049786601594881,999889426242093056,954316130188865537,324049005
1000049801776566272,1000049511052570626,926025206459719680,4391967072
1000050432171950080,999883096987123715,2864954756,2426088436
1000050620290781184,999855505781686272,2549584878,841609973687762944
1000052498579640320,1000049511052570626,501717029,4391967072
1000053179218722817,1000049511052570626,389445995,4391967072
1000053522904346624,999855505781686272,3457303452,841609973687762944
1000054286204612608,999189473811488768,845711171839766529,95588504
1000055595657932800,999889426242093056,2855216947,324049005
1000055658719232000,999535938077450240,1650305948,2990611686
1000055689488707584,999535893126971392,1650305948,2990611686
1000056103101661184,1000049511052570626,4674176420,4391967072
1000056557499965440,999661358319796225,960806425474707457,3419800217
1000056937369735168,999916141651812353,764153579330338816,2427057066
1000057114746871808,999927854149316608,764153579330338816,254937160
1000057318120280065,999630485797113856,288779167,841116259
1000057994330095616,999927854149316608,1464175106,254937160
1000058295111991296,999927854149316608,747311991283298310,254937160
1000058351714123776,999661358319796225,982128685300895744,3419800217
1000059857184198661,1000049511052570626,911216886897086465,4391967072
1000060041234395136,999927854149316608,968463970238517253,254937160
1000060350434283520,1000060285040889856,2998060314,2436708865
1000060735475466240,1000060285040889856,3306714386,2436708865
1000060793461735424,1000060285040889856,1324592748,2436708865
1000060908574396417,1000060285040889856,1570609722,2436708865
1000061200648978432,999959488219271168,964396749468020739,2436753176
1000061477326278656,999706675866161153,964396749468020739,2436753176
1000063304348323840,1000060285040889856,955047000495374336,2436708865
1000063347121799168,1000060285040889856,323231624,2436708865
1000063694770851840,1000060285040889856,359378002,2436708865
1000065848999104512,1000013137305743360,999342565806624768,382812503
1000067655875809280,1000060285040889856,868503292778881025,2436708865
1000069294565228544,1000015457707999233,16977059,36327407
1000069785609093120,999919766465691652,3249372186,1288175774
1000069992837144582,1000066286691504128,815421568016904193,2526662419
1000070229974597632,1000015457707999233,203172604,36327407
1000070556950192128,1000060285040889856,991210303848435712,2436708865
1000070775028805632,1000066286691504128,2360684030,2526662419
1000070977257164801,999715634530390016,2360684030,2526662419
1000071473372024834,999163943112261632,1341803388,459849561
1000072238140346369,999924309039579136,140929604,433540847
1000072751166705665,999322364360953857,989706994281050112,397566887
1000073253186977792,1000060285040889856,2417343961,2436708865
1000073479901753344,999715634530390016,995895483389304832,2526662419
1000077077649932288,1000060285040889856,147090389,2436708865
1000079141641773056,999329621085650944,3595030752,296612629
1000082496854216704,999919766465691652,800185431551680512,1288175774
1000085797100437504,1000060285040889856,2554193125,2436708865
1000086748683059200,999676426847596544,251666641,2683996789
1000086764751486976,999676395222519809,251666641,2683996789
1000087646385987586,999889426242093056,992363215479697408,324049005
1000089022985715712,1000049511052570626,380860444,4391967072
1000094333234655232,1000060285040889856,776480926415020032,2436708865
1000095163006443521,999838628586115072,2740094214,76558553
1000095774431035393,999885272539189248,974579762898206720,486711396
1000096526176157696,999924309039579136,948960041574346753,433540847
1000097915518398464,999877237808738304,488189956,68636682
1000100808237699072,999889426242093056,490712011,324049005
1000106292143411201,999877237808738304,2296658862,68636682
1000109987576864768,999889426242093056,798912416344117248,324049005
1000112742546755585,999343203785551873,47610985,141496671
1000112767205036037,999308347961683973,47610985,141496671
1000118187906629632,999889426242093056,905735906249760768,324049005
1000118639071117313,999889426242093056,588419754,324049005
1000120118746140672,999889426242093056,2952381348,324049005
1000142420716158976,999446383336808448,142059354,244754630
1000148813535854592,1000060285040889856,262450580,2436708865
1000152185164976134,999877237808738304,2760402897,68636682
1000156021568946178,1000154131942666240,3227499960,3889631
1000157197563641857,1000049511052570626,856012743702441985,4391967072
1000157857340276736,1000154131942666240,830616266,3889631
1000158454508646402,1000158388469227520,273400481,60937837
1000158468454559744,1000158388469227520,2160429876,60937837
1000158473252831232,1000158388469227520,3246857138,60937837
1000158613296566272,1000158388469227520,163650908,60937837
1000159009972813825,1000158388469227520,2231396346,60937837
1000159068059721728,1000158388469227520,1565949176,60937837
1000159206022856704,1000158388469227520,205472863,60937837
1000159227271237643,1000158388469227520,2271843510,60937837
1000159633472815105,1000158388469227520,161349176,60937837
1000159814503227392,1000158388469227520,967964576,60937837
1000159854961610752,1000158388469227520,433660166,60937837
1000159869008203778,1000158388469227520,194476853,60937837
1000160055092699136,1000158388469227520,374364001,60937837
1000160200136052738,1000158388469227520,794070348,60937837
1000160338229186560,1000158388469227520,2611321958,60937837
1000160670380314624,1000158388469227520,368944072,60937837
1000161047624404992,1000158388469227520,1620090470,60937837
1000161113177178112,1000158388469227520,3066400088,60937837
1000161874497880064,1000158388469227520,1062290929,60937837
1000162774025060352,1000060285040889856,759297870583439360,2436708865
1000162885610491905,1000158388469227520,176671304,60937837
1000162935145021440,1000158388469227520,1879961677,60937837
1000163758289838080,1000158388469227520,777811527202119680,60937837
1000163861725696002,1000158388469227520,1026860244,60937837
1000164388496658432,1000158388469227520,717670411077419009,60937837
1000164480385404928,1000158388469227520,798668222367043585,60937837
1000165933258719233,1000158388469227520,791200849,60937837
1000166310414880770,1000158388469227520,627897323,60937837
1000166583883333632,1000158388469227520,1386332545,60937837
1000167537567350784,1000158388469227520,4728060626,60937837
1000167625060630528,1000158388469227520,2890023656,60937837
1000167630739664896,1000158388469227520,4245759614,60937837
1000167869219459072,1000158388469227520,115889063,60937837
1000168032197492736,1000158388469227520,3018679062,60937837
1000168220626583552,1000158388469227520,39452701,60937837
1000168230718074880,1000158388469227520,3615279559,60937837
1000168322325856256,1000158388469227520,268186259,60937837
1000168718939271168,1000158388469227520,16193898,60937837
1000168921578778625,1000158388469227520,924184960705187841,60937837
1000170118708477952,1000158388469227520,936247887242993664,60937837
1000170133963227136,1000158388469227520,988309474514522112,60937837
1000170200673611777,1000158388469227520,2454446730,60937837
1000170234966368257,1000158388469227520,1459933278,60937837
1000171013974392834,1000158388469227520,2289527288,60937837
1000171150737985537,1000158388469227520,918728605948973057,60937837
1000171231553949696,1000158388469227520,2296658862,60937837
1000172172747259904,1000158388469227520,2565485317,60937837
1000172250769907712,1000158388469227520,1905572664,60937837
1000172435289722880,1000158388469227520,913634232165064706,60937837
1000172542944948224,1000154131942666240,885722799750258690,3889631
1000173134706761728,1000158388469227520,123938249,60937837
1000174937473085441,999329621085650944,1724804978,296612629
1000174972185251841,999329131794980864,1724804978,296612629
1000176195466543105,1000158388469227520,127769284,60937837
1000176254530732033,1000158388469227520,283156602,60937837
1000176541052043264,999889426242093056,3254790043,324049005
1000176879532306432,1000158388469227520,335162186,60937837
1000176982842200064,1000158388469227520,719763437392420864,60937837
1000177970399531008,999706675866161153,956897270389092354,2436753176
1000178028062752769,999889426242093056,368849035,324049005
1000178175232557056,999959488219271168,956897270389092354,2436753176
1000179147220500481,999706675866161153,956981958730383360,2436753176
1000179323242930176,999959488219271168,956981958730383360,2436753176
1000180230751903745,1000158388469227520,3962970973,60937837
1000180893678387200,1000158388469227520,977730178976645121,60937837
1000181088977936384,1000158388469227520,890334902,60937837
1000182015377854464,1000158388469227520,114869953,60937837
1000182023850528769,1000158388469227520,140367958,60937837
1000182408199753729,1000158388469227520,2525108526,60937837
1000183398655234048,1000015457707999233,921680972365684736,36327407
1000183632516890625,1000158388469227520,1354208936,60937837
1000184183568809984,1000158388469227520,135549698,60937837
1000184406990979072,1000158388469227520,164833002,60937837
1000184717340110848,1000154131942666240,70373145,3889631
1000185260406071296,1000158388469227520,131086772,60937837
1000186812449439744,1000158388469227520,2269017912,60937837
1000187399744512002,1000158388469227520,63384915,60937837
1000187551871787008,1000158388469227520,52300812,60937837
1000188799966728192,1000158388469227520,99847705,60937837
1000189325861011456,1000158388469227520,2511502784,60937837
1000189377056718848,1000158388469227520,1592776662,60937837
1000189495885598722,1000158388469227520,1571898631,60937837
1000189980889645056,1000158388469227520,957570089733140480,60937837
1000190065979478016,1000158388469227520,714615082903142400,60937837
1000190815682019329,1000158388469227520,61991281,60937837
1000192099273277440,1000158388469227520,810554422094954500,60937837
1000192716804767744,1000158388469227520,898154981320085508,60937837
1000192798589501441,1000158388469227520,917027744650641408,60937837
1000192885105483776,1000158388469227520,77128870,60937837
1000193447070846977,1000158388469227520,988974309883416577,60937837
1000193932137934850,999855505781686272,819813341962997760,841609973687762944
1000194874770051073,1000158388469227520,967285417925017600,60937837
1000194925554819074,1000158388469227520,279599456,60937837
1000194942168322050,1000158388469227520,984630112489496577,60937837
1000195171777048576,999912365700214785,297229210,758215424622391296
1000195510454534144,1000158388469227520,2816743206,60937837
1000195904698122240,1000158388469227520,1538324108,60937837
1000196090715688962,1000002004264071169,128608094,2361330150
1000196308731248640,1000194628891557891,995342018950774784,36327407
1000196391937994752,1000194628891557891,776323728397381633,36327407
1000196884458233856,999322261139181568,999495377219809281,397566887
1000197276197732352,1000158388469227520,999987498934775810,60937837
1000197354635509760,1000158388469227520,2561720820,60937837
1000197766449004544,1000158388469227520,3096109760,60937837
1000198414888419329,1000158388469227520,2954135373,60937837
1000198438699479040,999885272539189248,4654028618,486711396
1000198465924689921,1000194628891557891,894885842983936002,36327407
1000198483222069248,1000158388469227520,371012267,60937837
1000199684474859521,1000158388469227520,1588054626,60937837
1000199871972818944,1000158388469227520,224617920,60937837
1000200080828186629,1000158388469227520,2256559449,60937837
1000200096414187521,1000049511052570626,993812752517939200,4391967072
1000200282918141952,1000158388469227520,912208179605397504,60937837
1000200338408751104,1000158388469227520,136617321,60937837
1000200459900997632,1000158388469227520,2981901835,60937837
1000200534714994688,1000158388469227520,3717181933,60937837
1000200592604659712,1000194628891557891,2926939681,36327407
1000200603967123457,1000158388469227520,210114529,60937837
1000200863493734400,1000158388469227520,258259898,60937837
1000201126539661312,1000158388469227520,4169804053,60937837
1000201353254158336,1000158388469227520,86507986,60937837
1000202053052858369,1000158388469227520,761426952238403584,60937837
1000202263523020802,1000158388469227520,966736639581044736,60937837
1000202553668272129,1000194628891557891,733611425671696388,36327407
1000202915955466240,1000158388469227520,734332739319521280,60937837
1000203368344707072,1000158388469227520,925305621385060352,60937837
1000203396077383680,1000158388469227520,781509340129701889,60937837
1000203938904268800,1000158388469227520,424922865,60937837
1000204187156733953,999535938077450240,783304043598708737,2990611686
1000204843523293184,1000203028765462528,936139659138052096,869868484297056256
1000204908195348480,1000204371961954304,3041246750,52121743
1000205120460668928,1000204946162122752,873595877910171648,1372184863
1000205126609469440,1000158388469227520,526142974,60937837
1000205170637127680,1000158388469227520,395523349,60937837
1000205359607201792,1000204467260809217,15287283,382189096
1000205382101291008,1000204371961954304,1516715329,52121743
1000205393912475649,1000204946162122752,397284969,1372184863
1000205662561841158,1000158388469227520,4462785560,60937837
1000205704416739328,1000158388469227520,886591217399730177,60937837
1000205810918604802,1000158388469227520,951347588501946368,60937837
1000205838202671105,1000204946162122752,3161799900,1372184863
1000205884583301120,1000158388469227520,3374116955,60937837
1000206007178412032,1000158388469227520,81127341,60937837
1000206043568332802,1000204946162122752,4401803413,1372184863
1000206070088806401,1000204946162122752,898751044578140162,1372184863
1000206165286928384,1000158388469227520,208929010,60937837
1000206321902223360,1000158388469227520,795724453,60937837
1000207137799159808,1000204946162122752,724614366037860352,1372184863
1000207499767627776,999528597659488257,2375135436,254937160
1000207535750631424,1000204946162122752,3187402542,1372184863
1000207574514384896,999528616714219520,2375135436,254937160
1000207623675723776,1000158388469227520,4148086752,60937837
1000208047820623872,1000158388469227520,1460159263,60937837
1000208353207857152,1000158388469227520,888355777584521216,60937837
1000208368563187714,1000158388469227520,114176678,60937837
1000208375756439552,1000204371961954304,724614366037860352,52121743
1000208436271792131,1000158388469227520,2601656946,60937837
1000208447093145600,1000158388469227520,89492277,60937837
1000208698680184837,1000158388469227520,358834901,60937837
1000208967828582400,1000204946162122752,2526905082,1372184863
1000209331483238400,1000204946162122752,1471745934,1372184863
1000209370825744384,1000158388469227520,987400417142235136,60937837
1000209421425819648,1000158388469227520,588989822,60937837
1000209578837999616,1000209531622768641,924019179744780288,76558553
1000209640385204224,1000205608698560512,886165364333260800,397284969
1000209653911863296,1000204946162122752,886165364333260800,1372184863
1000209740763418624,1000049511052570626,959105982365360130,4391967072
1000210019730604033,1000209911949676544,2420004492,36327407
1000210210403708929,1000209911949676544,924019179744780288,36327407
1000210281925173250,1000209911949676544,3110804658,36327407
1000210426972516352,1000158388469227520,75220730,60937837
1000210444550684674,1000204946162122752,924019179744780288,1372184863
1000210514792759296,1000158388469227520,1244322133,60937837
1000210711815979008,1000209911949676544,3241010856,36327407
1000210960177491968,1000158388469227520,981182516,60937837
1000211130004922369,1000158388469227520,133673844,60937837
1000211295147192320,1000209911949676544,17770816,36327407
1000211327606931456,1000209911949676544,62086286,36327407
1000211363258687489,1000204946162122752,2383215578,1372184863
1000211717148856322,1000209911949676544,3337610481,36327407
1000211837642858497,1000158388469227520,864817195234115584,60937837
1000212109874028544,1000158388469227520,411594879,60937837
1000212276891140097,1000158388469227520,484919723,60937837
1000212909455126528,1000158388469227520,736933219287863296,60937837
1000213283213795328,1000158388469227520,979399436924108801,60937837
1000213885046153216,1000204946162122752,884461120031002625,1372184863
1000214240718815232,1000204946162122752,852385722,1372184863
1000214284247318528,1000209911949676544,287612356,36327407
1000214295001485313,1000209911949676544,980824243687579648,36327407
1000214347149389825,999317872244678656,545595065,711429741308346368
1000214633712570368,1000204946162122752,930442811945533440,1372184863
1000214639483891712,1000158388469227520,1927284871,60937837
1000214654172315648,1000209911949676544,1899742320,36327407
1000214765401202689,1000158388469227520,400910775,60937837
1000214838973317122,1000204946162122752,2920432206,1372184863
1000215337487368192,999825016157032448,103148549,1568127072
1000215831228268544,1000158388469227520,109245855,60937837
1000215877961199618,1000158388469227520,93453022,60937837
1000216121969065984,1000158388469227520,124204931,60937837
1000216313170542592,1000158388469227520,897875959507861504,60937837
1000216817850183681,1000204946162122752,2530339736,1372184863
1000216868286693376,1000158388469227520,947804077647212545,60937837
1000217193047441408,1000158388469227520,21526671,60937837
1000217222751571968,1000158388469227520,884730015220367360,60937837
1000217366976806912,1000158388469227520,77736068,60937837
1000217512372461568,1000158388469227520,105067400,60937837
1000217539241267201,1000209911949676544,487781391,36327407
1000217603049013248,1000154131942666240,926340365359050754,3889631
1000217897254309888,1000209911949676544,127850280,36327407
1000218167199744000,1000204946162122752,873843418744496128,1372184863
1000218401892003840,1000158388469227520,2277298087,60937837
1000218485178302464,1000158388469227520,381920622,60937837
1000218985936207873,1000158388469227520,853470311144079361,60937837
1000219715778760704,1000158388469227520,93371809,60937837
1000219965931249664,1000158388469227520,906117780008611841,60937837
1000221111924219905,1000204371961954304,847319065781714944,52121743
1000222345917796352,1000204946162122752,992110494000574465,1372184863
1000222354713137153,1000158388469227520,15114107,60937837
1000222758318551040,1000158388469227520,94425703,60937837
1000222924467458048,1000222247263465474,554112388,346316391
1000222966414692352,1000222247263465474,71748259,346316391
1000222990057947137,1000158388469227520,993063409154322432,60937837
1000223029597757440,1000222247263465474,101531742,346316391
1000223359102205952,1000203028765462528,432597210,869868484297056256
1000224396894601216,999919766465691652,2348196024,1288175774
1000224900341121025,1000209531622768641,258720422,76558553
1000225330370510850,1000158388469227520,226888524,60937837
1000225445571280896,1000158388469227520,49538364,60937837
1000225936468422657,1000158388469227520,798603613991936000,60937837
1000226089778663425,1000204946162122752,512893822,1372184863
1000226152164839425,1000158388469227520,989211961975083008,60937837
1000226181935808513,1000222247263465474,3818589192,346316391
1000226257294934017,1000158388469227520,964612979315625984,60937837
1000226292405452800,1000222247263465474,3470944700,346316391
1000226549218459648,1000204371961954304,790968927702573056,52121743
1000227072575324161,1000154131942666240,495777573,3889631
1000227144558043136,1000203028765462528,845884669027594240,869868484297056256
1000227401811615744,1000158388469227520,1006850654,60937837
1000227574218293248,1000158388469227520,426646676,60937837
1000227843501047808,1000158388469227520,2785667130,60937837
1000228767418077184,1000158388469227520,3180565812,60937837
1000228858728189952,1000204946162122752,928311582085582848,1372184863
1000228908866793474,1000158388469227520,997394441781604353,60937837
1000228937807507456,1000209911949676544,995342018950774784,36327407
1000231501043154944,1000222247263465474,812343640735498240,346316391
1000231675954020352,1000158388469227520,836932367356846080,60937837
1000231737476038657,1000204946162122752,133129819,1372184863
1000231919341060096,1000204946162122752,2787593196,1372184863
1000232100400775168,1000026038234107904,73887457,43705720
1000232601150406656,1000209911949676544,2286813090,36327407
1000232720688017409,1000158388469227520,197030370,60937837
1000233609834455040,1000158388469227520,1249610618,60937837
1000233766999154689,1000158388469227520,2186150417,60937837
1000234098554621956,1000209911949676544,846771667347099648,36327407
1000234489057103872,1000204946162122752,2615308704,1372184863
1000234637136818176,1000158388469227520,200269738,60937837
1000235049923502080,999256479705194496,1685691296,2610899198
1000235066365067264,999256054180401152,1685691296,2610899198
1000236030358777856,1000231375453089792,881182345050587136,807448633759166464
1000236180460355584,1000158388469227520,969797564391305216,60937837
1000236917370208256,1000236891600400385,911303137708859392,250677217
1000237035817336832,1000158388469227520,29008067,60937837
1000237267279990784,1000204946162122752,756396406752043009,1372184863
1000237584910508032,1000158388469227520,212554792,60937837
1000237649850912768,1000204946162122752,921024282297110528,1372184863
1000237796567736321,1000236891600400385,701688423044648960,250677217
1000238132632027136,1000158388469227520,156209575,60937837
1000238157953097728,1000158388469227520,163024395,60937837
1000238351809572864,1000236891600400385,594745151,250677217
1000238535775956992,1000066286691504128,703633322564411392,2526662419
1000238624711950336,1000158388469227520,535599798,60937837
1000238868656881665,1000158388469227520,361748655,60937837
1000238962663813122,1000237754771423233,2673731395,287156977
1000239592870629376,1000158388469227520,707112021913948160,60937837
1000239865689075712,1000158388469227520,483581502,60937837
1000240406783651840,1000237754771423233,243062982,287156977
1000240537964720129,1000158388469227520,19844089,60937837
1000240652569927681,1000158388469227520,201096184,60937837
1000240891682963456,999855505781686272,1175676524,841609973687762944
1000240913598185472,999855311631671297,1175676524,841609973687762944
1000241122541649926,1000204946162122752,982232035438706689,1372184863
1000241146008952832,1000204946162122752,951111905304653825,1372184863
1000241276908851200,1000237754771423233,284044617,287156977
1000241477291855872,1000237754771423233,3017531012,287156977
1000241838924513281,1000236891600400385,729257254902484992,250677217
1000241839692070912,1000158388469227520,128802901,60937837
1000242059071012865,1000158388469227520,106725931,60937837
1000242065702207488,1000204371961954304,189081011,52121743
1000242203132739584,1000204371961954304,886165364333260800,52121743
1000243058540081152,999959488219271168,960135636354297856,2436753176
1000243272365654016,999706675866161153,960135636354297856,2436753176
1000243275926663168,1000232868990173184,4016976554,379049835
1000243342020521987,1000203028765462528,39989653,869868484297056256
1000243376648736768,1000158388469227520,2430693601,60937837
1000243557804818432,1000242073197408256,2431495634,2431495634
1000243617951375360,1000237754771423233,4169804053,287156977
1000243789603065857,1000158388469227520,1920206058,60937837
1000243909300178944,1000158388469227520,882533364477173760,60937837
1000244025054646273,1000204946162122752,795678083382657024,1372184863
1000244052091129856,1000158388469227520,2529183968,60937837
1000244185067393024,1000158388469227520,909007820036513792,60937837
1000244438248013824,999535938077450240,973887035806121985,2990611686
1000244493684125697,1000236383938793472,2431495634,2431495634
1000244506904616960,1000236313650520069,2431495634,2431495634
1000244653927481346,1000235813127401472,2431495634,2431495634
1000244675029024768,1000158388469227520,806908953552683008,60937837
1000244991015424000,1000204946162122752,1695508446,1372184863
1000245202064478208,1000204946162122752,2881480132,1372184863
1000245225388900352,1000204946162122752,748999303331508224,1372184863
1000245238760398849,1000158388469227520,435940994,60937837
1000245741078671360,1000204946162122752,78527118,1372184863
1000246135988998144,1000158388469227520,91107185,60937837
1000246242465611776,999959488219271168,960146553762496517,2436753176
1000246460934336512,999706675866161153,960146553762496517,2436753176
1000246489086480384,1000237754771423233,737936502626258944,287156977
1000247079879327744,1000204946162122752,924309096915804161,1372184863
1000247526879088642,1000247350781095937,594337281,145218273
1000247672899420160,1000158388469227520,2680435316,60937837
1000247855783723008,1000158388469227520,2788920002,60937837
1000247925799178241,999889426242093056,4822073618,324049005
1000247961161355264,999959488219271168,960139636239753217,2436753176
1000248069143834624,1000204946162122752,964519422231830529,1372184863
1000248119743823873,1000204946162122752,812351234967379968,1372184863
1000248289285914624,999706675866161153,960139636239753217,2436753176
1000248537387536384,999601867595362306,993013480138690560,2409314312
1000248583050817536,999298835854737408,933509228920111104,166665752
1000248634091372544,1000204946162122752,374987986,1372184863
1000249175903297536,1000203028765462528,3936899295,869868484297056256
1000249495894937601,999959488219271168,960121253834129413,2436753176
1000249545756831744,1000246427073658885,140471114,313975612
1000249693111283713,1000246427073658885,2359328575,313975612
1000249699192913920,999706675866161153,960121253834129413,2436753176
1000250092786401281,1000246427073658885,762465395705950208,313975612
1000250326262272001,1000249442119761920,827281928,248644677
1000250434810920960,1000250365118300160,101353745,871660705
1000250483506737152,1000250149065576448,140471114,152163609
1000250617162416128,1000250149065576448,933976749913735168,152163609
1000250717368532992,1000158388469227520,850852528619085824,60937837
1000250815980814336,1000158388469227520,1292126629,60937837
1000251004279902208,999679094932561921,995531042957049859,117110269
1000251068280815616,1000250149065576448,101713883,152163609
1000251134555045888,1000250365118300160,871660705,871660705
1000251444761522176,1000246427073658885,1175676524,313975612
1000251515880157184,999959488219271168,960193999054221312,2436753176
1000251608024911872,1000204946162122752,4742778914,1372184863
1000251704917409793,1000158388469227520,134409587,60937837
1000251706901348352,999298835854737408,1916101086,166665752
1000251849562144768,1000158388469227520,806577668443570176,60937837
1000251972937596928,1000158388469227520,3143324610,60937837
1000252013966344193,999706675866161153,960193999054221312,2436753176
1000252475142684672,1000158388469227520,952829542799835136,60937837
1000254177275097089,1000204946162122752,998991160759566337,1372184863
1000254409220046848,999634836510990336,115492940,958224445734187008
1000254649281073152,999634836510990336,534708087,958224445734187008
1000254666322542592,1000254375208501248,37034483,43077446
1000254677534101505,999299260775575552,195793446,130104041
1000254749365583872,1000158388469227520,972234053133963264,60937837
1000254833180360705,1000254750791790592,1422491372,2676090294
1000255086470152192,1000254750791790592,2464271844,2676090294
1000255246562574336,1000158388469227520,1329290948,60937837
1000255420953387009,1000236891600400385,841215809930248192,250677217
1000255810558021632,1000204946162122752,796746254306910208,1372184863
1000256336641363968,1000158388469227520,775415430,60937837
1000256466538807296,1000254750791790592,948531753030860800,2676090294
1000256923915010048,1000158388469227520,421006058,60937837
1000257327264555008,1000158388469227520,868671010253438976,60937837
1000257818811809792,999959488219271168,941337132706050048,2436753176
1000258056368762881,999706675866161153,941337132706050048,2436753176
1000258174996307968,1000158388469227520,726503102598119426,60937837
1000258601749954560,1000258322438602759,2270016091,762611668681568257
1000258932093399041,1000158388469227520,39118710,60937837
1000259706181509120,999889426242093056,999296225605246977,324049005
1000259849299443712,1000254375208501248,104738538,43077446
1000260230020612102,1000158388469227520,3257827860,60937837
1000260857954103296,999554449520513025,1356850573,1124361566
1000261195440373760,1000260756389203973,62101279,50279201
1000261223567388675,1000260756389203973,2532129314,50279201
1000261230563479553,1000260756389203973,130573547,50279201
1000261316718641152,1000260756389203973,997388522096033793,50279201
1000261356673740800,1000260756389203973,88341381,50279201
1000261461799723009,1000260756389203973,4711992552,50279201
1000261488865521664,1000260756389203973,870493024161234944,50279201
1000261613142790144,1000260756389203973,998203701411037184,50279201
1000261645942243330,1000158388469227520,762299610765271040,60937837
1000261707074158592,1000260756389203973,53313935,50279201
1000261754830471168,1000260756389203973,445261401,50279201
1000261911127117825,1000260756389203973,86325512,50279201
1000261932761300992,1000260756389203973,90648458,50279201
1000261952147369985,1000260756389203973,362413983,50279201
1000261965120397312,1000260756389203973,3241184384,50279201
1000262030756954112,1000260756389203973,2461824725,50279201
1000262070640791552,1000260756389203973,29184298,50279201
1000262077083086848,1000260756389203973,3241010856,50279201
1000262098364973056,1000260756389203973,4342874292,50279201
1000262305970577408,1000239763696201729,901104261861261312,755364555530711040
1000262345468215297,1000260756389203973,2475258492,50279201
1000262357698793472,1000260756389203973,886165364333260800,50279201
1000262366028750848,1000260756389203973,712227184128098304,50279201
1000262383422631936,1000260756389203973,722511386639736836,50279201
1000262474518556672,1000260756389203973,890844102392029184,50279201
