rtid,tid,from,to
1000746383224311809,1000623973074288641,980509203868585984,1153045459
1000746507639783424,1000408718918402048,4797493135,3097503906
1000746698652684288,1000408718918402048,4835071926,3097503906
1000747388753997824,1000623973074288641,119311794,1153045459
1000747419867348992,1000408718918402048,2712430527,3097503906
1000747631168061440,1000653283130671104,966877808168386560,919039733308604416
1000747742900113409,999676395222519809,948880298527244288,2683996789
1000747778258096128,999676426847596544,948880298527244288,2683996789
1000747855672295424,1000408718918402048,2901785672,3097503906
1000747988371697670,1000408718918402048,744104948619681792,3097503906
1000748283780677632,1000260756389203973,1310504342,50279201
1000748423069478913,1000695789713158145,966877808168386560,146360682
1000749153994002433,1000576827998388224,744104948619681792,3097503906
1000749448262172673,999299260775575552,1666873268,130104041
1000749510832750592,1000695789713158145,1536944052,146360682
1000749541514252289,1000749098872508419,5669252,2886103813
1000750392043556864,1000408718918402048,2359140223,3097503906
1000750399681449992,1000576827998388224,2359140223,3097503906
1000750547522093061,1000695789713158145,1383603415,146360682
1000750741399711747,1000623973074288641,2580762656,1153045459
1000750863831388160,1000749098872508419,105427696,2886103813
1000751248037986304,999919766465691652,1666873268,1288175774
1000751293596495878,1000422176598638592,987513966229368832,1191912552
1000751424467230726,1000675395555872768,982888756599406593,98362607
1000751652020932609,1000441481889370112,4332706993,2225403740
1000751680818835458,1000623973074288641,78796366,1153045459
1000751743393714176,1000660376453767168,952820065350565888,1569335588
1000752027918577664,1000695789713158145,2330553992,146360682
1000752393951182853,1000408718918402048,925399475404677120,3097503906
1000752604681416706,1000695789713158145,2410545632,146360682
1000752681185558528,1000695789713158145,905657767511285761,146360682
1000752683500752896,1000576827998388224,898057674784358400,3097503906
1000753239501897728,1000696061298536448,4345691054,140047339
1000753629630939137,1000576827998388224,2911727269,3097503906
1000753766352633856,1000408718918402048,2173432970,3097503906
1000754076332703744,1000753726695624704,29932100,17850606
1000754088311574529,1000753726695624704,97206668,17850606
1000754183526498305,1000721917802786816,602767623,24906890
1000755145737752576,1000695789713158145,1016946836,146360682
1000755260900573186,1000623973074288641,926991016556498945,1153045459
1000755388222922753,1000623973074288641,2444264298,1153045459
1000755559484637184,1000755453603733510,982981764753735681,2409314312
1000755754691837953,1000753726695624704,1536944052,17850606
1000755778771275776,1000721917802786816,842296205723877376,24906890
1000755857330655234,1000432161080590337,1666873268,861656581
1000756007574777856,1000432161080590337,335162186,861656581
1000756015539699716,1000755746147942400,982981764753735681,2409314312
1000756055947726848,1000408718918402048,3895512734,3097503906
1000756108594737153,1000755746147942400,939905220888408066,2409314312
1000756208800743426,1000755619245125632,982981764753735681,2409314312
1000756263528030208,1000755453603733510,2200786940,2409314312
1000756425704931328,1000432161080590337,912522984723701760,861656581
1000756525520973829,1000755746147942400,2200786940,2409314312
1000756557896933376,1000422176598638592,1370038970,1191912552
1000756607377072130,1000755619245125632,2200786940,2409314312
1000757064514203649,999464227512315905,1666873268,861656581
1000757089994588165,999464187284807680,1666873268,861656581
1000757423051689986,1000273298452692992,979842206847545344,373280952
1000757593176920070,1000753726695624704,3267193837,17850606
1000757787398475776,1000753726695624704,883042250690891776,17850606
1000758104483618817,1000623973074288641,984805130368405504,1153045459
1000758345442062337,1000753726695624704,102341957,17850606
1000758437238603777,999464227512315905,2566537680,861656581
1000758779049201665,1000623973074288641,3068685708,1153045459
1000758962919165958,1000695789713158145,760487882322739200,146360682
1000759149548920832,1000753726695624704,548567169,17850606
1000759344810541056,1000623973074288641,716957638542503937,1153045459
1000759409772032000,1000753726695624704,77730690,17850606
1000759611312386048,1000623973074288641,3639614772,1153045459
1000759818179637248,1000753726695624704,15056041,17850606
1000760711826440193,1000753726695624704,942856771416211457,17850606
1000761058502492160,1000273298452692992,983709478649344000,373280952
1000761134297722880,999919766465691652,2453073685,1288175774
1000761263108980736,1000408718918402048,875958442497892352,3097503906
1000761771370545153,1000576827998388224,986630655881588737,3097503906
1000761879084617728,1000623973074288641,3167737513,1153045459
1000762624143908866,1000753726695624704,4355702292,17850606
1000762696332034048,1000576827998388224,4849189945,3097503906
1000763011164848129,1000623973074288641,821926286809505792,1153045459
1000763910071304194,1000623973074288641,941967617023078402,1153045459
1000765765056978944,1000623973074288641,280247114,1153045459
1000766190828994561,1000653283130671104,847696539099185152,919039733308604416
1000766215520845824,1000660376453767168,920269178,1569335588
1000766531171631109,1000623973074288641,110689430,1153045459
1000766875100364801,1000753726695624704,155004791,17850606
1000767013550153729,1000753726695624704,706373712832962561,17850606
1000768265277267968,1000623973074288641,987916658801963008,1153045459
1000768364581609472,1000576827998388224,928478009966837760,3097503906
1000768891797188608,1000623973074288641,3221189194,1153045459
1000769249973956608,1000408718918402048,402576793,3097503906
1000769477825343489,1000408718918402048,922876578832441344,3097503906
1000770435930259456,1000695789713158145,14320744,146360682
1000770808434733056,1000158388469227520,3270864506,60937837
1000770890265575424,1000408718918402048,296688992,3097503906
1000771331040788480,1000313430065102848,882407736763445248,120293182
1000771424213086209,1000396438143025152,882407736763445248,120293182
1000772022601826304,1000753726695624704,53278936,17850606
1000772537834405888,1000695789713158145,707821536447701000,146360682
1000773256192802817,1000767494355763200,4673582995,178672036
1000773683303010304,1000773510082379776,2534379139,2845994058
1000773705574723585,1000773484077662208,2534379139,2845994058
1000773721064259584,1000773449076367363,2534379139,2845994058
1000773879332155394,1000653430652731393,2362356853,285101065
1000774133293039616,1000653430652731393,1655189262,285101065
1000774841585324032,1000408718918402048,13015662,3097503906
1000775408986439680,1000773449076367363,794828778824470528,2845994058
1000775671621107712,1000154131942666240,115651630,3889631
1000775967449661441,1000623973074288641,3226146738,1153045459
1000776119174377472,1000773510082379776,794828778824470528,2845994058
1000776737943322624,1000623067264004097,911036751723950080,1673916488
1000777149496942595,1000623973074288641,1665585997,1153045459
1000777268594016257,1000767494355763200,1884401359,178672036
1000777716969324545,1000623973074288641,3019541012,1153045459
1000778360132288513,1000623973074288641,434894877,1153045459
1000778722444697601,1000623973074288641,928478009966837760,1153045459
1000780567590461441,1000623973074288641,944469539839868931,1153045459
1000782667137220608,1000623973074288641,141911494,1153045459
1000783108738695168,1000767494355763200,898587814861840386,178672036
1000783274959167491,1000623973074288641,2976768394,1153045459
1000783288175280128,1000623973074288641,756396406752043009,1153045459
1000783367984459777,999919766465691652,761831021495083008,1288175774
1000783656233852928,1000623973074288641,716513337278746624,1153045459
1000784144329134081,1000765654964686848,986606093055897601,225391622
1000784491219243014,1000753726695624704,432431314,17850606
1000784866420506625,1000695789713158145,103148549,146360682
1000784979758956545,1000623973074288641,962627816465555456,1153045459
1000786778113036288,1000408718918402048,139358394,3097503906
1000789042290614272,1000623973074288641,3188674286,1153045459
1000790047379963905,1000623973074288641,932964468287348737,1153045459
1000790288275681280,1000623973074288641,1916857592,1153045459
1000790438813433856,1000789948654501889,986606093055897601,225391622
1000790455238377473,1000790084088545280,986606093055897601,225391622
1000791089161297920,1000623973074288641,80769043,1153045459
1000791474169004032,1000623973074288641,255927779,1153045459
1000792170759045120,1000576827998388224,3250072597,3097503906
1000792457511030788,1000623973074288641,912250971098513408,1153045459
1000792545155313664,1000749098872508419,988128302,2886103813
1000792620019453954,1000623973074288641,959108343070674944,1153045459
1000792654903496705,1000682150952390656,988128302,2886103813
1000792754786480128,1000784716021358592,511849637,1660021327
1000793075017396225,1000623973074288641,802223963921260544,1153045459
1000793183167512576,1000308763436478464,988128302,2886103813
1000795599258595328,1000375899726868486,4619502360,166665752
1000795881799643136,1000623973074288641,402230563,1153045459
1000796732844748802,1000576827998388224,749214058872573952,3097503906
1000796887677526017,1000796373321564160,4632496696,225391622
1000797637585485824,1000623973074288641,1159580990,1153045459
1000798746798575616,1000623973074288641,134720028,1153045459
1000799483477676032,1000408718918402048,925301788101578752,3097503906
1000799587001487360,1000590054887079936,715078830172418048,141208596
1000799978896404480,1000660376453767168,970700861075787776,1569335588
1000800725906083840,1000797586381422592,790257453245968384,3891814048
1000801625617952769,1000623973074288641,2359140223,1153045459
1000801635914760193,1000801343739588608,886501518408634368,2876589390
1000801765212602368,1000801667565010944,886501518408634368,2876589390
1000801777464168448,1000623973074288641,87477044,1153045459
1000801870355484672,1000408718918402048,991498584695681025,3097503906
1000802529913917440,1000576827998388224,122403660,3097503906
1000802548696035328,1000623973074288641,70100848,1153045459
1000802675208830976,1000796373321564160,986606093055897601,225391622
1000802880146702336,1000273298452692992,960514540713664514,373280952
1000803394108309504,1000342787836071936,843730186176741377,1616964661
1000804543909707777,1000408718918402048,1352568404,3097503906
1000804569524330496,1000623973074288641,851361055150309377,1153045459
1000805157259522048,1000260756389203973,1378828837,50279201
1000805362419695617,1000623973074288641,896694229937733632,1153045459
1000805537162891266,1000590054887079936,999706883337449477,141208596
1000806379219800065,1000623973074288641,973141015254183937,1153045459
1000806545507024896,1000408718918402048,3460565232,3097503906
1000807100967149568,1000802235171856384,886501518408634368,2876589390
1000807187298611207,1000623973074288641,4527223634,1153045459
1000807188703555585,1000801756777873408,886501518408634368,2876589390
1000807188707794944,1000801510257655808,886501518408634368,2876589390
1000807351132282880,1000623973074288641,3268748988,1153045459
1000807601154674688,1000623973074288641,853590667687325697,1153045459
1000807919133192192,1000623973074288641,3063962310,1153045459
1000809346484318214,1000623973074288641,2802096675,1153045459
1000810196560527361,1000753726695624704,4390070054,17850606
1000810989548273665,1000480883323813888,746410204216987648,3371260751
1000813437025439744,1000423021234946048,82335857,2591161099
1000814246861586432,1000406575226355712,988104173454483457,2789633743
1000814258244935680,1000406199194472448,988104173454483457,2789633743
1000814493222481921,1000576827998388224,1227562244,3097503906
1000815608219418624,1000623973074288641,976548429051539456,1153045459
1000816787338940416,1000695789713158145,1191033026,146360682
1000817155229696000,1000753726695624704,1191033026,17850606
1000818693297782784,1000273298452692992,960192360901570560,373280952
1000819053231931392,1000623973074288641,3188518969,1153045459
1000819770764083200,1000408718918402048,950042619962310656,3097503906
1000820799308091392,1000408718918402048,3904691712,3097503906
1000821201046913025,1000408718918402048,19147224,3097503906
1000822379319255040,1000623973074288641,3145038764,1153045459
1000822443412410369,1000698766301712387,841389157138157568,1695437582
1000822703807385600,1000623973074288641,909328777380978688,1153045459
1000823187607699456,1000623973074288641,4065094093,1153045459
1000823810449379328,1000623973074288641,920650440638849024,1153045459
1000824060329189377,1000623973074288641,856004741129793537,1153045459
1000824848958898176,1000623973074288641,3428818913,1153045459
1000825074067243009,1000623973074288641,134133703,1153045459
1000826038497112064,1000623973074288641,893433679124377600,1153045459
1000826671463714816,1000623973074288641,994584232579100673,1153045459
1000826758935949312,1000408718918402048,961854940774768640,3097503906
1000826889211072512,1000694359661072385,1356850573,45795876
1000831022139887617,1000698766301712387,436606751,1695437582
1000831183779852289,1000623973074288641,892065599756619776,1153045459
1000831928721788928,1000260756389203973,856004741129793537,50279201
1000832195768926208,1000623973074288641,982237799725199362,1153045459
1000832737421312000,1000623973074288641,66878181,1153045459
1000832767440052224,1000623973074288641,927819242631716864,1153045459
1000833991237361667,1000623973074288641,77733713,1153045459
1000834511104393216,1000408718918402048,958275179200659457,3097503906
1000834699437182976,1000623973074288641,922754941898379266,1153045459
1000835314741637127,1000835087431168000,4733291357,2765228310
1000835338808344576,1000835273746337792,766650455535517696,2765228310
1000835393258860544,1000835349952659456,766650455535517696,2765228310
1000835479745384448,1000835430776950784,766650455535517696,2765228310
1000835540122402818,1000589887895093248,1536944052,141208596
1000835564902518784,1000835273746337792,4733291357,2765228310
1000835586486255617,1000835087431168000,766650455535517696,2765228310
1000835612289785856,1000835349952659456,4733291357,2765228310
1000835682401734656,1000835430776950784,4733291357,2765228310
1000835690677002240,1000423147470913536,707138153702772736,2591161099
1000835703490494464,1000835648612282368,766650455535517696,2765228310
1000835707252891648,1000423021234946048,707138153702772736,2591161099
1000835758742106112,1000835648612282368,909871991708033024,2765228310
1000835837783887872,1000835648612282368,4733291357,2765228310
1000835928032559105,1000001938145140737,707138153702772736,2591161099
1000836118567268352,1000623973074288641,1317434616,1153045459
1000843852188700672,1000698224317992960,773965013245685761,124684990
1000844297992785920,1000623973074288641,2591510054,1153045459
1000845734164316160,1000623973074288641,2684325432,1153045459
1000848576895946757,1000408718918402048,923855265438535681,3097503906
1000855589784772608,1000623973074288641,116152001,1153045459
1000856869991211008,1000623973074288641,1228096652,1153045459
1000857740724482048,1000623973074288641,800709203702595584,1153045459
1000859061506662400,1000576827998388224,1000312251276976128,3097503906
1000860295814963206,1000859606623678464,23927180,34086990
1000860427914395648,1000623973074288641,963736899067301889,1153045459
1000861661283147777,1000859606623678464,16681264,34086990
1000861984169095168,1000623973074288641,339273624,1153045459
1000870462694420481,1000623973074288641,257869424,1153045459
1000870648770686976,1000859606623678464,1945862365,34086990
1000875463705858051,1000859606623678464,33185248,34086990
1000877873241051136,1000623067264004097,1910554724,1673916488
1000881209965133824,999490476062466049,769205833293041668,2941721204
1000883578798919680,999663319089860609,977109716991074304,750556490369564672
1000889926093697024,1000329058675240960,964396749468020739,2436753176
1000893973680963584,1000329058675240960,956897270389092354,2436753176
1000896540662153216,1000623973074288641,119375071,1153045459
1000900173197803520,1000623973074288641,840814245440712706,1153045459
1000900762174537728,1000623973074288641,100246195,1153045459
1000900959432667136,1000900047771385856,261000330,50279781
1000901516725665793,1000901297762025472,2173156765,873073342504357890
1000902130901831680,1000900047771385856,4202906594,50279781
1000903126067695617,1000901297762025472,976250301165592577,873073342504357890
1000903670748266497,1000901297762025472,2870684767,873073342504357890
1000903919172599809,1000901297762025472,970118342362071041,873073342504357890
1000904770389852161,1000901297762025472,928180927309611008,873073342504357890
1000909635736428549,1000408718918402048,2435422231,3097503906
1000910259949457408,1000901297762025472,2936847242,873073342504357890
1000911228800188416,1000901297762025472,311856115,873073342504357890
1000911367069515776,1000623973074288641,900698703035482112,1153045459
1000911818070491136,1000623973074288641,2576630347,1153045459
1000912114188304386,1000901297762025472,1579596458,873073342504357890
1000912473334038528,1000623973074288641,930442811945533440,1153045459
1000912623632879617,1000623973074288641,907473204544913408,1153045459
1000913430188965888,1000623973074288641,895865028062003204,1153045459
1000914598294257664,1000623973074288641,776729619240136704,1153045459
1000915147760660480,1000408718918402048,1238608825,3097503906
1000915665081978880,1000408718918402048,177109103,3097503906
1000915746191364096,1000576827998388224,177109103,3097503906
1000917496264777729,1000576827998388224,998203701411037184,3097503906
1000918125615841280,1000753726695624704,759297870583439360,17850606
1000918128535089152,1000900047771385856,560774426,50279781
1000918473118121984,1000623067264004097,82582430,1673916488
1000919742356623361,1000901297762025472,2381681435,873073342504357890
1000920262341165058,1000623973074288641,3140519880,1153045459
1000920494349074432,1000551019405692929,251582618,251582618
1000920768962641921,1000623973074288641,24931152,1153045459
1000921128418791424,1000408718918402048,1588258332,3097503906
1000922332393697281,1000623973074288641,821198346509582339,1153045459
1000923148668227584,1000922699168759809,2909584105,76558553
1000923463815589888,1000922699168759809,563566879,76558553
1000925016970727424,1000924645565063168,47814441,29417304
1000925090131914753,1000924645565063168,2945911918,29417304
1000925336320831490,1000623973074288641,1000520574127534081,1153045459
1000925553371832321,1000924645565063168,625835278,29417304
1000925629947133955,1000551019405692929,805805630825132033,251582618
1000925901129793536,1000924645565063168,6494822,29417304
1000926064779067396,1000924645565063168,362271299,29417304
1000926605907283968,1000924645565063168,1204743403,29417304
1000926682025512960,1000924645565063168,750120889,29417304
1000926734403887104,1000924645565063168,7481952,29417304
1000926796462919681,1000924645565063168,539390328,29417304
1000926913458835461,1000924645565063168,164951970,29417304
1000926947143139328,1000623973074288641,3240554149,1153045459
1000927094937800704,1000924645565063168,37841335,29417304
1000927776369766400,1000924645565063168,383985550,29417304
1000927790890455041,1000924645565063168,2938101621,29417304
1000927914970570752,1000924645565063168,28050752,29417304
1000928883988992000,1000924645565063168,238779889,29417304
1000929117137657856,1000026038234107904,3241382532,43705720
1000929218270646272,1000924645565063168,85230067,29417304
1000929666998423558,1000924645565063168,30969240,29417304
1000930545323290624,1000924645565063168,1477603135,29417304
1000931197172699136,999189473811488768,1666873268,95588504
1000931217846370305,999233963578314752,1666873268,337065278
1000931400927752192,1000596344459874304,2422137979,126911579
1000931863907717120,1000924645565063168,53826418,29417304
1000932014478913537,999189473811488768,1964119274,95588504
1000932236793757696,999233963578314752,563566879,337065278
1000932275230404608,999868639749664768,974608078191677441,3191800021
1000932631565877248,1000924645565063168,71931201,29417304
1000932822373187584,1000459053460611074,3291939427,39743812
1000933196396085248,1000576827998388224,930442811945533440,3097503906
1000933405964447744,999885272539189248,1666873268,486711396
1000933588177637376,1000924645565063168,3254277065,29417304
1000933651851309056,1000901297762025472,842544334226386944,873073342504357890
1000934832761856000,1000263262380802053,1666873268,486711396
1000935145795239936,1000924645565063168,2936898098,29417304
1000935727381794816,1000263262380802053,952759583042428928,486711396
1000935872349405185,1000408718918402048,176752509,3097503906
1000936180563636224,1000695789713158145,988012554067857409,146360682
1000936387082969089,1000623973074288641,950317216842567681,1153045459
1000936554179641344,999315255309238272,988669487980265472,381949397
1000937924173578241,1000934450396516353,2982840020,152163609
1000938034366312449,1000705394870665217,998093645612961792,750556490369564672
1000938172497387520,1000424685824163841,998093645612961792,750556490369564672
1000938571941855236,1000623973074288641,707079787089539072,1153045459
1000938597472649216,999663319089860609,998093645612961792,750556490369564672
1000938609241829376,1000757916658434048,320286594,768633485175119872
1000940230805864453,1000939724524023808,887559867208278016,993340490
1000940368412606465,1000939724524023808,887558228858548224,993340490
1000940687011987456,1000937838853083137,871348416315609088,724920855193636864
1000940708545507328,1000937745219383296,871348416315609088,724920855193636864
1000941415080357888,1000939724524023808,124110638,993340490
1000941544986230784,1000939724524023808,1524431917,993340490
1000942623002054657,1000408718918402048,149484486,3097503906
1000942801410965504,1000924645565063168,2864823555,29417304
1000942901445189635,1000576827998388224,13015662,3097503906
1000943146371461125,1000623973074288641,921346664056549376,1153045459
1000944111892025349,1000939724524023808,949344373090680832,993340490
1000944440440119296,1000944032204419072,4737001842,826865712
1000945577780236289,1000623973074288641,1000938836459835393,1153045459
1000945874325856256,1000944032204419072,3235887668,826865712
1000946094665355264,1000623973074288641,819807942081814528,1153045459
1000946222964801536,1000753726695624704,3171704558,17850606
1000946459003383808,1000924645565063168,39439838,29417304
1000946964475793408,1000944032204419072,2539207590,826865712
1000947109548326912,1000924645565063168,840231012114169856,29417304
1000947618753761281,1000924645565063168,819770024,29417304
1000947715562463233,1000947569910951936,764044108075786240,112059828
1000948376911855617,1000623973074288641,3181564026,1153045459
1000948418049523712,1000948329889529857,4656761322,2892809359
1000948428640157696,1000948329889529857,16103355,2892809359
1000948441864851456,1000948329889529857,827163015266988033,2892809359
1000948584743776256,1000948329889529857,3818589192,2892809359
1000948603207086080,1000623973074288641,780285993085722624,1153045459
1000948639982759936,1000948329889529857,3016553806,2892809359
1000948801215971330,1000948329889529857,912839568054919169,2892809359
1000948811160670209,1000948329889529857,952052686521683968,2892809359
1000948843461017600,1000947569910951936,245873603,112059828
1000948885609627653,1000947569910951936,3241999530,112059828
1000948951443562496,1000948329889529857,1000217584250314753,2892809359
1000949015322673152,1000948722669268993,708999875103297537,1897514666
1000949180989227008,1000947569910951936,118997626,112059828
1000949233262841856,1000948722669268993,3241999530,1897514666
1000949402121322496,1000947569910951936,280339308,112059828
1000949420844871682,1000948722669268993,1059271014,1897514666
1000949420849029120,1000948722669268993,886885772,1897514666
1000949431703764992,1000947569910951936,870509862047727616,112059828
1000949449126903809,1000948722669268993,118589327,1897514666
1000949653376876544,1000948329889529857,999193749090545664,2892809359
1000949813553217536,1000948329889529857,383239781,2892809359
1000949864480497664,1000948329889529857,791192757733695488,2892809359
1000950136145494016,1000623973074288641,919175847541489664,1153045459
1000950371215290369,1000948329889529857,937877655105372160,2892809359
1000950421408530433,1000948329889529857,966980652137570305,2892809359
1000950527482585088,1000948329889529857,3196906782,2892809359
1000950552375640065,1000924645565063168,1708239830,29417304
1000950641529798656,1000948722669268993,194562160,1897514666
1000950930127368193,1000948329889529857,957961916521046017,2892809359
1000950948137586688,1000948329889529857,979784969437380608,2892809359
1000951004433547264,1000948329889529857,991764109304643585,2892809359
1000951158217687040,1000948329889529857,932964468287348737,2892809359
1000951198340399105,1000948329889529857,756396406752043009,2892809359
1000951200911581184,1000948329889529857,941264027015045120,2892809359
1000951877402411011,1000905892576026625,956897270389092354,2436753176
1000951919664218112,1000905815165952000,956897270389092354,2436753176
1000951931626377216,1000905787194134534,956897270389092354,2436753176
1000951943634841600,1000905758505086976,956897270389092354,2436753176
1000951977314955265,1000905684974817280,956897270389092354,2436753176
1000952160979316736,1000380763118997505,770996538482929664,429788966
1000952263161012224,1000948329889529857,734474460015759360,2892809359
1000952355452432384,1000948329889529857,2420004492,2892809359
1000952464563212288,1000924645565063168,14647323,29417304
1000952492006428673,1000948329889529857,4245759614,2892809359
1000952505931616258,1000948329889529857,946147458333032448,2892809359
1000952598382329857,1000948722669268993,815421568016904193,1897514666
1000952661909254144,1000948722669268993,719763437392420864,1897514666
1000953045717401600,1000952495919673344,145879793,147090389
1000953054575775745,1000905892576026625,956981958730383360,2436753176
1000953113765863427,1000905815165952000,956981958730383360,2436753176
1000953126826864641,1000623973074288641,576948885,1153045459
1000953128471093248,1000905787194134534,956981958730383360,2436753176
1000953141834141696,1000905758505086976,956981958730383360,2436753176
1000953174792912897,1000905684974817280,956981958730383360,2436753176
1000953195810689024,1000623973074288641,992110494000574465,1153045459
1000953303511937025,1000948329889529857,754033145650016260,2892809359
1000953346889404416,1000948329889529857,994903719601831937,2892809359
1000953563076440064,1000329058675240960,956981958730383360,2436753176
1000953566591442944,1000947569910951936,4831986179,112059828
1000953591346024448,1000948329889529857,884645699379396608,2892809359
1000953722527137792,1000755746147942400,987205815013662720,2409314312
1000953753539821568,1000755619245125632,987205815013662720,2409314312
1000953806388060161,1000755453603733510,987205815013662720,2409314312
1000953909765201920,1000948329889529857,3300601201,2892809359
1000954060873203712,1000948329889529857,4224145812,2892809359
1000954304918781953,1000948329889529857,921931027630604288,2892809359
1000954630665265153,1000948329889529857,995342018950774784,2892809359
1000954638164680704,1000948329889529857,942291904745562112,2892809359
1000954759233204224,1000948329889529857,16804541,2892809359
1000954955929284608,1000954788652224512,343322325,141208596
1000954963864862721,1000947569910951936,216368332,112059828
1000955130898939904,1000948329889529857,764825577887043584,2892809359
1000955145251971078,1000954788652224512,798113604,141208596
1000955285060571138,1000954788652224512,906383178067173376,141208596
1000955325720084480,1000954788652224512,719763437392420864,141208596
1000955338902921216,1000948329889529857,2936013901,2892809359
1000955374168690690,1000954788652224512,995859133432647682,141208596
1000955496155639809,1000948329889529857,941588649413566464,2892809359
1000955546466308096,1000954788652224512,4921997599,141208596
1000955617073291266,1000954788652224512,265814274,141208596
1000955647645573120,1000623973074288641,1860563400,1153045459
1000955650225000449,1000948722669268993,3930687612,1897514666
1000955673520300032,1000948329889529857,856431888147329024,2892809359
1000955699063537664,1000954788652224512,750972228112646144,141208596
1000956213062844416,1000954788652224512,796065610807447552,141208596
1000956353647529986,1000948329889529857,983450399691554816,2892809359
1000956503036235776,1000948329889529857,3294451093,2892809359
1000956538020941824,1000948329889529857,3167465517,2892809359
1000956541426651136,1000948329889529857,987589253726171136,2892809359
1000956583843586048,1000948329889529857,2196245580,2892809359
1000956707164438528,1000948329889529857,2173710810,2892809359
1000956847954776064,1000948329889529857,926443532600127489,2892809359
1000956892141703168,1000623973074288641,963316131179110400,1153045459
1000956973653753856,1000948329889529857,936480788035526656,2892809359
1000957040326426629,1000948329889529857,359413975,2892809359
1000957127018536960,1000954788652224512,118997626,141208596
1000957231439884289,1000948722669268993,761179649367998464,1897514666
1000957408120799232,1000948329889529857,967974688239570944,2892809359
1000957409974632449,1000948329889529857,86723143,2892809359
1000957418900107264,1000948329889529857,966228934743306245,2892809359
1000957743249768448,1000948722669268993,715141318725410816,1897514666
1000957849038540805,1000948329889529857,3297640428,2892809359
1000958745973735424,1000948329889529857,715465605713821697,2892809359
1000958995404701698,1000948329889529857,955772267715207171,2892809359
1000959034462121984,1000948329889529857,963324317831327744,2892809359
1000959071451664385,1000948329889529857,865146053233954816,2892809359
1000959125566697472,1000694359661072385,997526845007564800,45795876
1000959249743208448,1000589664317681664,907148260699021312,141208596
1000959384904646656,1000954788652224512,1618416793,141208596
1000959430027038720,1000958729058181120,457450057,524266810
1000959459965984768,1000948329889529857,2503744442,2892809359
1000959710621712385,1000948329889529857,920926007548243968,2892809359
1000959878486265856,1000948329889529857,269186722,2892809359
1000960115606863877,1000623973074288641,3803810952,1153045459
1000960137031495680,1000901297762025472,21780038,873073342504357890
1000960153347227649,1000576827998388224,963324317831327744,3097503906
1000960235341692933,1000954788652224512,806577668443570176,141208596
1000960261807747072,1000948329889529857,1169026658,2892809359
1000960322298003456,1000948329889529857,975636728491868161,2892809359
1000960612728356864,1000948329889529857,840946771102695429,2892809359
1000960680571256833,1000948329889529857,3019541012,2892809359
1000960763987509248,1000408718918402048,998836311577583616,3097503906
1000961007903064064,1000623973074288641,933005774384652288,1153045459
1000961026009980928,1000948329889529857,438215087,2892809359
1000961103491297280,1000623973074288641,1724442860,1153045459
1000961738647490560,1000948722669268993,3230625147,1897514666
1000962521497452544,1000948329889529857,890628960077234176,2892809359
1000962715676901376,1000948329889529857,933005774384652288,2892809359
1000962749852147712,1000948329889529857,773808825648439296,2892809359
1000962784966815744,1000948329889529857,917374986678972418,2892809359
1000962864113479680,1000948329889529857,2834374682,2892809359
1000962870937468928,1000948329889529857,3009215648,2892809359
1000962934460198914,1000948329889529857,3231453224,2892809359
1000963604949028864,1000948329889529857,1329865094,2892809359
1000963914249654272,1000948329889529857,747099747987644417,2892809359
1000964136673492992,1000623973074288641,4887889187,1153045459
1000964233071226881,1000905892576026625,960135636354297856,2436753176
1000964296765915137,1000905815165952000,960135636354297856,2436753176
1000964315392819200,1000905787194134534,960135636354297856,2436753176
1000964323877961728,1000905758505086976,960135636354297856,2436753176
1000964360724869120,1000905684974817280,960135636354297856,2436753176
1000964390747754496,1000948329889529857,802223963921260544,2892809359
1000964854780346368,1000329058675240960,960135636354297856,2436753176
1000965082992406529,1000948329889529857,960319644950302720,2892809359
1000965100625281024,1000948722669268993,112059828,1897514666
1000965113334022145,999155539216031744,729257254902484992,2383466154
1000965322160013313,1000623973074288641,2902462290,1153045459
1000965392343318528,1000753726695624704,3619207820,17850606
1000965605975977985,1000623973074288641,737368473882398720,1153045459
1000965771613290496,1000948329889529857,953459868228202496,2892809359
1000965814617489409,1000948329889529857,973446885397618688,2892809359
1000965999040999424,1000948329889529857,1010434376,2892809359
1000966030594748417,1000948329889529857,865094478956306432,2892809359
1000966053281878016,1000775841712754688,976416649749385216,960065312908431361
1000966092456538112,1000948722669268993,775936801055703040,1897514666
1000966191698137088,1000622386436173824,3269207251,2289628938
1000966296169664512,1000551019405692929,952545492784697344,251582618
1000966355657474049,1000948722669268993,986539516428091392,1897514666
1000966724173402112,1000948722669268993,987367979464773634,1897514666
1000966790921437184,1000948329889529857,1000092278994579456,2892809359
1000966862522404865,1000370104574464007,952545492784697344,719565257560076288
1000966943229165568,1000948329889529857,275814320,2892809359
1000967238088671232,1000948329889529857,868718902649524226,2892809359
1000967442338738176,1000948722669268993,989805201757372416,1897514666
1000967653748453376,1000623973074288641,857272442825437185,1153045459
1000967796551860224,1000948329889529857,4902665406,2892809359
1000967828558626816,1000948329889529857,928478009966837760,2892809359
1000967859541954561,1000948329889529857,951157926122569728,2892809359
1000968068753907713,1000948722669268993,989741762615824386,1897514666
1000968205664333824,1000422176598638592,100267945,1191912552
1000968230297534464,1000948329889529857,948764282304393216,2892809359
1000968249729675264,1000948329889529857,2916765716,2892809359
1000968310568058880,1000948329889529857,941967617023078402,2892809359
1000968379941842945,1000948329889529857,333888745,2892809359
